STRATUM;ISCEDO;MISCED;FISCED;DURECEC;REPEAT;ESCS;UNDREM;METASUM;HOMEPOS;CULTPOSS;HEDRES;WEALTH;ICTRES;DIRINS;PERFEED;EMOSUPS;TEACHINT;JOYREAD;ATTLNACT;COMPETE;WORKMAST;GFOFAIL;EUDMO;SWBP;RESILIENCE;GCSELFEFF;DISCRIM;BELONG;BEINGBULLIED;CURSUPP;EMOSUPP;JOYREADP;PV1MATH;PV1SCIE
PRT0001;1;99;2;4;1;-1,4799;-1,64;-1,34;-,6981;-,3023;-,4396;-,3639;-,6231;,0302;1,3514;-,6576;,1744;-,5831;1,0844;-,733;-,1015;,8794;-,1652;,1038;-1,0586;-,9477;,5881;-,763;-,7823;-1,77;-1,7606;-1,7845;416,369;391,226
PRT0001;1;99;4;99;1;-,5811;-1,64;-1,72;-,7751;,0469;1,1793;-1,4581;-,4238;1,7032;,7743;-,6576;,1744;-,0176;-,6583;,1956;-,1015;,4637;,2621;1,2386;-,0614;-1,1766;99;-,7654;,2907;2,0469;-,5553;-,2938;317,157;281,838
PRT0001;1;3;3;3;0;-,3764; ;-,95;-,385;-,095;-,5089;-,0817;-,7512;,006;,9044;,2169;,1744;1,5998;1,0844;1,1811;,9982;1,8905;1,348;1,2386;,8236;99;1,5785;-,1879;99;,2907;,739;-,2938;482,981;476,945
PRT0001;1;2;4;2;0;-,9326;-1,64;-1,72;-,5415;-,2691;-,6853;-,1039;-,6068;1,8202;2,0165;1,0346;-2,2177;,3568;1,0844;-1,2263;1,8164;,4637;,2621;1,2386;2,3693;1,1531;-,3896;,0595;-,7823;,5025;,739;-,9295;421,93;439,685
PRT0020;3;3;2;4;0;-,8035;,45;,59;,022;,1655;1,1793;-,5279;-,1536;-,7874;-1,1311;1,0346;-1,6837;,3379;1,0844;,7871;,487;-1,109;,9269;-,5928;1,217;-,0595;,4636;-,7764;-,7823;,0654;,0721;1,369;578,642;528,58
PRT0020;1;2;2;3;0;-1,1227;,45;1,36;-,2261;-,522;,0477;,2261;,333;,3183;-,6555;1,0346;1,3209;-,4262;1,0844;-,9792;-1,3692;-,4342;-,9827;,7301;-,5176;,1704;-1,1549;-,224;,2907;1,1457;,739;2,2623;513,903;492,32
PRT0020;1;4;2;0;0;-,7981;-,94;-1,72;-,0944;1,8733;-,1357;-,953;-1,1562;-1,0493;-,3253;-,6576;-,6414;,3703;1,0844;,1956;-,6545;,4637;-1,3951;-1,1889;-,0614;-,4378;,5881;-,1657;,2907;,9576;,739;,0327;450,857;493,065
PRT0020;1;4;0;2;1;-,2461;-,6;1,36;,4432;,5695;1,1793;,0877;,333;1,8202;,7743;1,0346;-2,2177;-,1042;1,0844;1,1811;-,1015;-1,8939;,2621;1,2386;-,0614;99;,5881;,6818;-,7823;,3398;,739;,7098;488,376;386,845
PRT0020;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-,3575;,739;-,0028;473,837;449,901
PRT0020;3;1;1;2;0;-1,6149;-,6;-,18;,2227;,5695;-,9386;-,0607;-,2784;1,1049;2,0165;1,0346;,5901;-1,7421;1,0844;2,0054;1,8164;1,8905;1,7411;1,2386;2,3693;,6686;1,4245;2,7249;-,7823;-1,2578;,739;-1,7148;588,928;577,883
PRT0020;1;1;1;5;0;-2,1635;,45;1,36;-1,0479;-,6938;-1,1443;-,7085;-,1536;-,118;-,9181;-,6576;-1,2655;-1,4882;1,0844;-,2661;-1,1187;-,9295;,8126;1,2386;-,0614;,3981;-1,1549;2,7249;-,7823;,3806;-,5553;-,5589;499,335;561,505
PRT0020;1;2;2;99;0;-1,4344;,45;-,57;-,4044;-,1949;-1,0118;,107;-,112;-,686;-1,6391;-,6576;-,8547;,6523;-,6583;-,6888;-,1015;,052;,2621;-,5928;-,5176;1,6463;-1,1549;-,3184;-,7823;99;99;99;475,477;520,1
PRT0020;1;6;6;4;0;,4695;,45;,59;-1,0225;-1,7773;-,6853;-,5189;-1,1562;,0345;-1,6391;1,0346;,1744;1,5482;1,0844;-,9792;,6291;1,8905;-,9827;,5012;-1,497;-,7251;-,6615;-,4509;-,7823;,9718;,739;,7098;629,698;530,356
PRT0020;1;5;2;4;0;-,3178;,1;,59;-,0271;-,175;1,1793;,1604;-,1536;,373;-,1653;1,0346;1,3209;-,1042;-2,5375;-,5707;1,1448;,5949;-,267;1,2386;-,115;,6039;-1,1549;-,0787;-,7823;1,3564;,739;-,0968;532,421;491,904
PRT0020;1;6;4;4;0;,3701;-,94;1,36;,4628;,5695;1,1793;-,133;,333;,0054;1,5844;,6402;1,8245;,8628;1,0844;-,2661;,9982;,4637;-,523;-,5928;-,4004;,2617;-,3896;-,3184;-,7823;,8664;,739;,7098;621,979;645,682
PRT0020;1;1;1;1;0;-1,8578;1,15;,59;-,3817;,2263;-,1357;-,6012;-1,3901;,5845;-,3253;1,0346;,6134;-,6661;1,0844;,7871;,487;,4637;-,267;,3385;-,0614;-,3217;,1265;-,445;99;-,536;,0721;-1,236;515,358;473,45
PRT0020;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-,0057;,0721;-,2574;538,748;555,773
PRT0020;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-,2161;,739;-,2574;587,768;552,646
PRT0020;1;6;6;5;0;1,5794;,45;1,36;1,5546;1,8733;,0477;1,1302;,6901;,6532;,3993;1,0346;,6797;1,5482;,0083;-,2661;,9982;,4637;,2621;-,5928;,4107;,759;,5881;-,3282;-,7823;-,0561;,739;,3075;622,556;598,345
PRT0020;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1,01;,739;,7098;578,354;558,378
PRT0020;1;4;2;5;0;-,4452;,45;,21;-,3252;-,5466;-,1357;,1584;-,349;1,1049;-,3253;99;1,8245;-,1042;1,0844;-,733;,5693;,1097;-,523;,1869;99;99;99;99;99;-,4418;-1,7606;-,8525;651,805;603,685
PRT0020;1;4;4;4;0;-,2492;,1;,59;,1625;-,0168;-,1357;,2182;-,349;-,5072;-1,6391;1,0346;-,8687;1,7513;,4667;,0113;-,6545;,4637;1,7411;,5012;-,4957;,1005;1,1144;-,6136;-,7823;,6741;,739;2,2623;558,51;544,506
PRT0020;1;2;1;3;0;-1,8539;1,5;1,36;-1,3937;-1,7773;-,6853;-1,0337;-1,4171;-,3733;-,8111;-,6576;-,2934;-,2704;,4626;-,5707;-,1015;-,4342;-,1652;,5012;-,8109;-,1424;-,3887;-,0358;-,7823;,8159;,739;,4072;478,257;511,552
PRT0020;3;2;4;0;0;-,1481;-1,29; ;1,3322;,4903;1,1793;1,1603;2,6563;-,5072;,7743;-1,1847;,1744;,0127;-,6583;-,733;-,7233;-,3799;,2621;-1,3186;-,0614;-2,7142;1,0167;-,1939;,7294;1,2541;-,6796;-,2938;442,157;381,241
PRT0020;1;4;6;99;0;1,3664;1,5;,98;,9161;,7789;1,1793;,3291;1,2943;,3183;-1,1311;-,6576;,1744;,8628;1,0844;-,4112;-,1015;-,2006;-,9827;1,2386;-,4684;,1904;-1,1549;-,3184;-,7823;,9249;-1,835;,7098;597,502;610,533
PRT0020;1;6;6;5;1;1,1819;,1;-1,72;,6766;,444;1,1793;,4243;,9144;-,0424;,7743;-,6576;,1744;,4493;-,6583;-,733;-,1015;-,687;1,243;1,2386;-,0614;-,1424;1,7356;-,3184;-,7823;1,1826;,739;,3493;459,075;450,604
PRT0020;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-,0521;,0721;,3075;589,19;571,001
PRT0020;1;6;6;3;0;,2436;1,5;1,36;,3517;,7789;-,6947;-,1651;-,349;1,1049;,7743;1,0346;1,8245;,2694;,4667;-2,345;-,1015;,176;-1,7389;-,5928;-1,0746;,3511;-1,1549;-,7362;-,7823;99;99;99;552,982;500,433
PRT0020;1;4;2;2;0;-1,0332;1,5;,21;-,9164;-1,084;-,6853;-,3134;-,783;1,8202;,3686;-,6576;,1744;-,4556;1,0844;-,5707;,9982;,4637;,2621;,6502;-1,0746;1,5027;-1,1549;2,7249;-,7823;,7288;,739;-1,2524;438,028;451,218
PRT0020;1;2;5;3;0;-,4326;,8;,59;-,4475;-,4377;1,1793;-,323;-,94;,5845;1,1225;-,6576;,1744;,1499;1,0844;,571;,0273;-1,1597;,2621;,1869;,3611;-,3169;1,0428;,9683;-,7823;,6218;-,5553;,0327;472,44;504,71
PRT0020;1;6;6;3;0;1,1494;-,94;-,95;,6898;,3164;1,1793;,2752;,6901;1,8202;1,1225;,6364;,1744;2,6131;1,0844;2,0054;,5693;1,8905;-,9827;-,5928;-,8223;1,5027;-1,1549;2,7249;,2907;-,0193;-2,2196;2,2623;559,261;639,495
PRT0020;1;6;5;3;0;,5784;1,15;1,36;,2535;,3001;-,1357;,088;-,14;,373;-,3253;-1,3914;,1744;-,2704;-,6583;,1956;-1,071;-,2459;,2621;-,5928;-,0614;-,5959;,1265;-,1843;-,7823;,0264;-2,2196;,8279;598,346;561,335
PRT0010;3;5;5;2;0;1,0469;,45;-1,72;1,1239;,7789;-,1357;1,1085;,5447;1,8202;,7743;1,0346;,1744;,0127;1,0844;,1956;-,1015;-,0288;,2621;,3385;1,1651;-,3217;-,1731;2,7249;-,7823;1,3171;,739;1,2659;438,296;461,479
PRT0010;2;2;2;5;1;-1,2681;-,25;,21;-,0942;,3851;-,6853;-,3935;,1042;,7198;,5121;1,0346;,2598;,5385;1,0844;2,0054;1,8164;1,3423;,2621;-,5928;-,0614;-,1137;,5881;-,6686;1,7669;-,5283;-,5553;-1,2085;403,923;320,888
PRT0010;1;6;6;4;0;1,3248;,1;,59;,9751;1,8733;-,1357;,6312;,1042;,0836;-,3253;1,0346;,9075;,4627;1,0844;-,733;1,1448;,4637;,9269;,7301;-,4909;,4009;-,2861;-,8273;-,7823;1,3874;,739;-,3096;565,751;553,974
PRT0010;1;4;99;2;1;-1,2366;-,6;-,18;-2,4155;-1,7773;-1,3835;-2,164;-1,9827;-,2546;-,0008;99;-1,0348;-,6532;1,0844;2,0054;99;1,4083;,2621;-1,4371;-,8358;99;99;,171;99;,0352;-,5553;-,6539;366,047;413,876
PRT0010;1;2;2;99;1;-1,2725;-,25;-,57;-,58;-,5466;-,9779;,3076;-1,2275;-,0887;-,1625;-,6576;,636;-,9016;1,0844;-,2661;-,772;-,687;-,8645;,5012;-,4684;,3683;-1,1549;,1935;-,7823;1,184;,739;-,3066;474,563;477,29
PRT0010;3;5;0;99;0;,4322;,8;-1,34;,5116;,5695;-,6853;,8573;,3875;1,8202;,5121;1,0346;,1744;,0127;1,0844;-,2661;-1,3692;-1,1597;-,9827;1,2386;,8352;-,5805;,5881;-,1562;-,7823;,313;,0721;,7098;443,933;365,196
PRT0010;1;4;4;4;0;-,8056;,45;,21;-1,1799;,074;-1,6145;-1,3777;-1,4787;-1,3315;-1,1311;,5029;,636;2,6131;,4667;-,733;,6291;,4637;-,6723;-,5928;-,8738;,3864;-,2861;-,3184;-,7823;,9836;,739;,7098;547,249;507,786
PRT0010;3;6;2;5;0;,2648;-1,64;-1,72;-,4524;-1,084;-1,0118;,2261;,1042;-,0424;-,8111;1,0346;-2,2177;-2,7114;1,0844;-,4631;-1,7067;-1,8939;1,243;1,2386;-,0614;,1904;,5881;,0544;-,7823;,1989;,0721;1,369;480,634;448,552
PRT0010;3;6;5;4;0;,434;1,15;1,36;,0145;,0422;-,6853;,1494;-,6068;-2,1693;-,99;-1,0657;-,6079;,9683;-,6583;-,9792;-1,034;-,3799;-,9827;,5012;-,0806;-,4742;,5881;-,3184;,8233;99;99;99;585,132;629,841
PRT0010;3;4;2;4;0;-1,0191;1,15;,98;-,3852;-,2303;-,6853;-,1397;-,349;-1,417;-1,6391;1,0346;,2598;,3379;-,6583;-,2047;1,0596;1,1911;-2,1464;,6502;-,8738;,0289;,0963;-1,2565;,2907;-,5591;,0721;,0327;381,867;358,042
PRT0010;3;6;6;5;0;1,201;-1,64;-1,72;,9715;,444;1,1793;1,1325;,2111;-,0424;,2682;-,6576;,1744;,5046;1,0844;,1956;-,1015;,4637;,2621;-,5928;-,0614;-,1424;,5881;-,9879;-,7823;,2241;,739;,7098;389,661;334,196
PRT0010;1;6;6;99;0;,8541;,45;1,36;-,2373;,2263;-,3487;-,42;-,6231;-,9726;-1,6391;99;-,6079;,0127;-,6583;,571;-,1015;,1097;-,569;-,5928;-,0614;,8914;99;-,4415;99;,1653;,739;-,3957;680,722;623,864
PRT0010;1;6;3;4;0;1,5994;-1,64;,59;1,6018;1,8733;1,1793;,8573;,6901;-,8962;-,3253;1,0346;,3345;,4627;1,0844;1,1811;1,1448;-,2459;1,7411;1,2386;1,2011;,898;-1,1549;,6818;-,7823;-,2272;,739;2,2623;562,344;587,829
PRT0010;1;6;6;99;0;,8918;1,5;,59;-,2643;-,3834;-,1357;,2521;-,349;,101;-1,1311;-1,5824;,9684;,4627;1,0844;-,733;-,1015;-,2006;-,9827;-1,3186;-1,0974;-,3054;,1265;-,3184;-,7823;,4379;-,4858;1,369;579,704;551,263
PRT0010;3;4;3;99;0;-,8707;-,94;,59;-,3514;1,8733;-1,0118;-1,0061;-1,2275;-2,1693;-1,6391;-1,5824;-2,2177;,8628;-,6583;-,9792;-1,034;-1,8939;-,1652;1,2386;-1,2865;,1904;-1,1549;,052;-,7823;,0413;,739;-,6833;426,115;475,679
PRT0010;2;5;5;2;1;-,4832;-,6; ;-,2402;-1,7773;-1,0118;1,5796;1,3867;1,8202;-,1625;-1,1847;,1744;-,1664;,0042;,1956;-,1015;,4637;,2621;,6502;-,0614;-,1974;,5881;-1,0541;,8233;,313;,739;-1,0341;349,289;332,873
PRT0021;1;6;6;3;0;1,4579;,1;,98;1,2675;1,8733;1,1793;,3647;,333;1,8202;,7743;1,0346;,8874;1,0781;1,0844;-,2661;,5693;-1,4869;,2621;1,2386;2,3693;,1223;-1,1549;,9423;-,7823;,3781;,739;,3685;640,612;607,178
PRT0021;1;6;6;3;0;1,3298;1,15;1,36;1,42;1,8733;1,1793;,5268;,333;,0544;-1,6391;1,0346;,1744;,6523;,0083;,2653;-,1015;-,9295;-,9827;-,5928;,7877;,5646;-,2861;-,9165;1,5082;,8322;,739;-,2938;639,242;626,671
PRT0021;1;6;2;4;0;,5542;-,25;1,36;-,3317;,1354;,0477;-,4977;-,6231;-1,3309;-,99;-,6576;-2,2177;-,1042;-,6583;-,5707;-,6545;-,3799;-,569;-,5928;-,8109;,5976;-,5252;-,0358;-,7823;1,1173;,739;,3075;527,676;422,194
PRT0021;1;4;6;5;0;1,319;-,25;,21;1,0271;,7789;1,1793;,6817;,333;,4301;-1,6391;-,6576;-,8547;1,4712;1,0844;-,6888;-,1015;,1097;-,267;1,2386;-1,0974;-,0625;-,08;-,4509;-,7823;-,3042;,739;-,0028;462,017;483,727
PRT0021;3;6;6;3;0;1,3104;-1,64;-1,72;,8882;,3851;-,1357;1,0518;,3875;-,0424;-,6555;,0181;-1,1417;,2009;1,0844;2,0054;-,1015;,4637;1,7411;-,5928;-,0614;-,9477;-1,1549;,0544;-,7823;99;99;99;506,164;424,245
PRT0021;1;6;6;99;0;,9343;1,5;-,18;,413;,3164;-,6853;,448;-,112;-,7139;,2012;,2169;-,2934;1,5482;,0281;-,2047;,6291;-,4342;,2621;-,5928;,3858;,3311;-1,1549;-,4509;,2907;1,5823;,739;,7098;648,608;675,492
PRT0021;1;4;3;4;0;,444;,1;,59;,6463;,5695;1,1793;,2865;,333;-,2546;-,6555;1,0346;-,8687;,2493;1,0844;,7262;,9982;-1,8939;-,9827;-,5928;-,7737;-,6722;-1,1549;,6818;-,7823;,594;,739;-,4272;720,724;608,163
PRT0021;1;6;6;5;0;,9142;,45;-,18;,5261;,7789;-,1357;,342;-,6068;,3737;1,5844;-,6576;,9276;,3379;-,6583;-2,345;-,6545;,4637;,2621;-,5928;-1,0583;,256;-1,1549;-,3184;-,7823;,4955;,739;1,369;655,869;601,43
PRT0021;1;6;6;3;0;1,0898;,45;,59;,2428;,4051;,0477;-,2162;-,3918;-,1348;-1,1311;,5029;,1744;1,2316;-,6583;,1956;-1,3692;-1,2792;-1,6371;-,5928;-,8109;,0724;-1,1549;-,5707;-,7823;,594;,739;1,369;708,254;706,704
PRT0021;1;1;1;99;0;-1,7544;-,94;,59;,4326;,5159;-,1357;,0877;,1042;,0836;,5121;99;-,5905;,3066;-,6583;-,8865;,9982;-1,8939;-1,2188;1,2386;-,5176;-,0064;99;-,3184;99;,4249;,0721;-,2938;665,198;740,428
PRT0021;1;6;6;4;0;1,1691;-1,64;,59;,8944;,5695;1,1793;,313;,4826;-,5066;-,6555;,6402;-,5905;,6523;1,0844;,1956;-1,071;,4637;-,9827;-,5928;-,5176;,772;-1,1549;,9423;-,7823;,6013;,0721;2,2623;639,841;580,804
PRT0021;1;6;6;2;0;,5021;-,6;-1,72;1,0569;1,8733;-,1357;,4664;,2272;,4861;-,1625;,5029;,1744;,0127;1,0844;,1956;1,8164;-,687;,8126;-,5928;-,0614;2,3535;,2143;,6818;-,7823;1,1781;,739;,7098;548,261;546,38
PRT0021;1;6;6;4;0;1,2141;1,15;,59;,5564;,7789;1,1793;-,2608;,333;1,1049;,0728;1,0346;-,3689;,7942;1,0844;-,5707;-,6545;-,4342;,2621;,7301;1,111;,4009;-,1088;,6818;-,7823;1,0457;,739;2,2623;580,523;624,007
PRT0021;1;6;6;3;0;1,2879;,1;1,36;1,0171;1,8733;1,1793;,4789;-,1536;,3183;,7743;-1,0657;,6797;1,3262;1,0844;-2,345;-,1015;1,8905;-,6723;-,5928;-1,0259;1,0789;1,0167;-,9111;99;,9034;-,5553;,4072;641,733;563,661
PRT0021;1;4;99;4;0;,436;1,5;1,36;3,3128;1,8733;1,1793;3,1706;2,6563;-,7879;,1339;99;-2,2177;1,2316;-,6583;,1956;-,772;,4637;-,9827;-,5928;-1,0583;-,5851;99;1,4903;99;99;99;99;458,88;492,781
PRT0021;1;6;6;3;0;,6564;,8;1,36;-,1303;-1,7773;,0477;,6288;1,2943;-,7598;-1,6391;-1,1817;,1744;-,1042;,443;,6314;-,1015;1,0671;-,4276;-,5928;-,4957;-,078;-,3896;-,4509;-,7823;,2241;,739;,3075;669,175;711,954
PRT0021;1;6;6;5;0;1,1712;1,15;1,36;,59;,1027;,0477;,746;,6901;,3183;-1,1311;1,0346;,3345;-,9016;,0083;-,6888;-,772;,1097;-,9827;-,5928;-1,0974;-1,4736;-,1088;,1695;-,7823;1,6673;,0721;2,2623;497,679;496,89
PRT0021;3;4;2;99;0;-,6312;-,6;,21;-,4668;-1,7773;,0477;,1021;-,1536;1,1049;-,6555;99;,2595;-,5311;,443;-1,5513;-1,1187;-,2006;,2621;-,5928;-,0614;99;99;-,9331;99;,6771;,739;1,369;484,199;404,296
PRT0021;1;2;2;99;0;-1,4638;1,5;1,36;-,3855;-,3023;1,1793;-,5127;-,6231;-,5066;-,6555;-,6576;-,6079;,8628;,0042;-,6888;,487;-,687;-,1652;1,2386;-,7906;-,5561;1,2675;,165;99;-,9538;,739;-,9426;635,857;593,395
PRT0021;1;3;99;2;0;-,653;,1;,21;-,4623;-,2303;-,6853;-,0805;-,6068;-1,7471;-1,6391;-,6576;-,8405;-1,0555;-,6583;,2653;-1,071;1,8905;-,9827;-,5928;-1,2865;-2,7142;-1,1549;-,3184;-,7823;,6218;-,5553;,6603;556,364;502,989
PRT0021;1;1;1;7;0;-1,8315;1,15;,59;-,2889;-,522;-,6853;,2023;-,112;,1339;1,5844;1,0346;,3684;2,6131;1,0844;,571;-,6545;-1,1858;-,267;,2659;1,1268;,4852;-1,1549;-,7146;-,7823;-,3402;,739;-1,0323;465,133;562,639
PRT0021;3;6;6;3;0;1,5854;,8;-,18;2,105;,7789;1,1793;1,4779;1,2943;-1,0487;-,6555;1,0346;-1,2655;,4627;-,6583;2,0054;,5693;,8207;-,9827;-,5928;-,5176;-,2423;,4797;1,4326;-,7823;-,2161;,739;,7098;559,891;549,608
PRT0021;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;3,3234;-1,7606;,7098;399,524;475
PRT0021;1;5;6;3;0;,7757;,45;1,36;-,4225;-,5968;-,6853;-,1651;-,349;,1339;-,3253;1,0346;-,3689;1,4712;1,0844;,4352;-,707;-1,1597;-2,1464;,7301;-,8109;1,6083;-1,1549;-,6913;-,7823;,2241;,739;,3075;677,788;676,672
PRT0021;3;6;5;4;0;,7737;-,94;-,18;,268;-,3456;1,1793;,7424;,069;-,254;,5121;,5029;-1,2245;-1,1538;,0042;,1956;-,1015;-,4342;-,0193;-,5928;,0501;-,792;,5881;-,5707;-,7823;99;-,0472;-,3768;482,827;427,5
PRT0021;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-,2098;-,0472;,8279;571,819;502,35
PRT0021;1;6;6;3;0;1,3705;-,6;,59;1,0655;1,8733;-,6947;,617;2,0259;-2,0317;-,4521;99;-1,0615;1,1891;-,6583;-,2661;-,1015;-1,8939;-,9827;-1,8489;,8352;2,3535;1,7356;-1,186;99;,2913;-1,7606;,4735;558,22;538,726
PRT0008;1;6;5;2;0;,4844;-,25;,59;,2214;-,332;-,1357;,4178;,2857;,5845;2,0165;1,0346;1,2403;-,1042;1,0844;-,2661;-,1015;-,0845;-,267;-1,4942;-,5176;1,3434;-,1731;,0109;-,7823;99;99;99;460,429;477,615
PRT0008;1;5;4;4;0;,2131;,8;-,18;-,0413;,5159;-,1357;-,5235;-,349;,3183;,5121;1,0346;,6797;,4627;1,0844;-,733;1,8164;-1,4869;,2621;,1869;1,111;,5646;-1,1549;,3241;-,7823;,2217;,739;,7098;669,708;618,755
PRT0008;1;6;4;3;0;,125;,8;1,36;-,4298;-,5466;-,6853;,1545;-,112;-,2546;-,6555;,2169;,1744;-,9609;,4667;1,1811;-,1015;-,9295;,2621;,1869;,4152;,273;,5881;2,7249;-,7823;-,9752;,739;2,2623;605,452;556,594
PRT0008;1;2;0;1;0;-1,7864;1,15;1,36;-1,2932;-1,7773;-1,3525;-,6339;-,8499;-,9726;,1707;-1,292;-,6079;,9011;,443;,1956;-,772;1,0109;-1,306;-1,7969;-1,2657;,1904;-,6615;,2243;-,7823;,5025;,0721;-,2938;502,329;555,591
PRT0008;1;1;2;99;0;-1,381;1,5;1,36;-,5716;-,175;,0477;-,703;-,94;-,5517;,5121;-,6576;-,2934;-,2704;,4667;-,9792;,5693;,052;,2621;,6502;-,4684;-,1682;-1,1549;-,3184;-,7823;,3721;,739;,0144;697,072;655,72
PRT0008;1;1;2;4;0;-1,1753;-1,64;-1,72;,2078;,7789;1,1793;-,4584;-,94;1,0067;1,251;1,0346;1,2662;-1,4526;1,0844;-,733;1,8164;-1,8939;1,7411;1,2386;-,4684;-,2547;,5881;,0963;-,7823;,743;,0721;-1,5134;558,01;531,179
PRT0008;1;2;99;0;0;-1,5317;,1;-1,72;-,7189;-,1075;,0477;-1,1233;-,722;1,8202;1,5844;1,0346;,1744;-,3253;,4667;-,733;-,1015;-,687;,9759;1,2386;,0018;-,2775;,5881;,8801;-,7823;,9576;,739;-,9738;535,701;539,445
PRT0008;1;6;6;3;0;,8946;,8; ;-,1627;,1655;-1,6145;-,0201;-,14;-,3733;-,0008;1,0346;-,8687;-1,3993;,4667;1,2643;,9982;-,3288;,9269;1,2386;,7401;1,465;-,6615;-,7428;-,7823;,9249;-1,7606;2,2623;605,464;533,29
PRT0008;1;6;6;4;0;,7345;,8;1,36;-,1826;-,1619;-,6853;,3163;-,5742;-,4616;-,6555;1,0346;-,2934;,0127;,4626;-,9372;-,3178;1,0944;-,9827;-1,6203;-,0953;-1,15;-1,1549;-,4415;-,7823;,1989;,739;,4735;553,351;530,271
PRT0008;1;6;6;4;0;1,5107;-,6;-,18;1,6588;1,8733;1,1793;,894;1,7421;,3176;2,0165;1,0346;,1744;2,6131;1,0844;-,4112;1,8164;-,1748;1,348;1,2386;,7396;2,3535;-1,1549;1,4326;,1462;,9249;,739;,7098;513,688;577,232
PRT0008;1;4;99;1;0;,0528;,8;,21;,3757;,0422;-,1357;,5605;,7514;1,1049;-,3253;1,0346;-1,0615;,2694;1,0844;,1956;1,1448;-,3799;,2621;,1869;-,7906;-,6917;-,6615;-,3184;-,7823;-,1389;,739;2,2623;571,628;527,772
PRT0008;1;6;2;1;0;,0711;1,15;1,36;-,4661;,2263;-,6853;-,9639;-1,1562;-,5066;,7743;-,6576;-,3689;,8628;-,6583;,1956;,1187;-,2459;-,4276;-,5928;,3864;,1904;-1,1549;-,4509;-,7823;,9421;-,115;1,1108;659,59;618,753
PRT0008;1;6;0;99;0;1,3857;-,94;-,18;1,097;1,8733;1,1793;,4206;,6901;,1814;,7743;1,0346;-,4141;,3201;,0281;-,2661;-,772;-1,2792;,2621;1,2386;,7396;,843;-,1088;,165;,2907;-,2371;-,0472;,7098;569,46;600,716
PRT0008;1;0;0;1;1;-2,5678;-,25;1,36;-,3665;-,2001;-,6853;-,3025;,3875;,2642;,7743;,2169;-,8405;,6934;,0042;-,2661;-,772;-,687;,8126;1,2386;-,4684;1,0757;-1,1549;-,2256;-,7823;1,715;,739;1,369;431,724;487
PRT0008;1;0;4;4;0;-,2455;,8;1,36;-1,1847;-,6938;-1,3835;-,7775;-,8794;1,1049;2,0165;-1,1847;,636;,2694;1,0844;-,9792;,7068;1,4083;-,569;,6502;-,4957;,0758;-1,1549;,9423;-,7823;-,5591;-,6796;-,4619;470,197;533,19
PRT0008;1;2;1;4;0;-1,1658;1,15;,98;-,5147;,024;-,6853;-,5773;-,349;-,7598;-1,6391;,2169;-,2934;,4627;-,6583;-1,7664;,5693;,1097;-,6723;-,5928;-,5176;-,792;-1,1549;-1,1206;-,7823;-,456;,739;-,9295;563,264;566,2
PRT0008;1;1;2;3;0;-1,4081;1,5;-,57;-1,0937;-1,7773;1,1793;-1,0782;-,6288;1,1049;1,1225;,5029;,6134;,0329;,0083;,571;,1187;-1,1597;1,7411;,5012;,0018;-,3031;,0963;,9303;-,7823;1,6306;,739;,7098;466,525;467,154
PRT0008;1;0;2;3;0;-1,2282;-,94;-1,72;-,0305;,1075;1,1793;-,3034;-,044;-,2546;-,3253;,6364;,1744;,8628;,0042;-,733;-,1015;,4637;,2621;-,5928;-,0614;-,9477;,5881;-,9879;1,1625;,2662;,739;-,2574;467,824;458,314
PRT0008;3;2;3;4;0;-1,5052;,8;1,36;-1,1048;-,5968;-1,6145;-,5328;-,3205;,4301;1,5844;1,0346;,658;-,9016;1,0844;1,1811;-1,3692;1,0671;-,1135;,1038;,0494;-1,0258;,5881;-,1596;2,0987;,5025;,739;,3075;524,551;467,076
PRT0008;1;0;2;3;0;-1,059;1,5;-,18;-,0755;,444;1,1793;-,6752;-,3419;-1,3309;-1,6391;-,6576;-1,0212;-,7413;1,0844;-,733;-1,3692;-1,8939;,9269;1,2386;-,4684;2,3535;-1,1549;,0464;-,7823;-,2528;,739;,7098;582,749;586,301
PRT0008;1;4;6;3;0;,9761;,45;1,36;,9125;,0119;-,6853;2,1433;,7693;-,8338;-,3253;1,0346;-,6079;1,2316;-,6583;-1,1146;-,1015;1,8905;,2621;-,5928;-,8109;-,472;-,1731;-1,1255;-,7823;,1539;,739;,7098;640,286;605,89
